-6.030492782592773438e-01	3.183078952133655548e-03	9.376384317874908447e-02
-2.876083850860595703e-01	-1.875550150871276855e-01	1.231110394001007080e-01
8.657880127429962158e-03	-2.913857251405715942e-02	-2.285413742065429688e-01
-1.624896191060543060e-03	-3.516280055046081543e-01	5.162109136581420898e-01
3.914851322770118713e-02	-2.692298293113708496e-01	-3.439077734947204590e-02
-2.881733328104019165e-02	-2.911445498466491699e-01	4.760203510522842407e-02
3.729856491088867188e+00	1.806429624557495117e+00	-1.426553279161453247e-01
-1.575735509395599365e-01	-1.829258203506469727e-01	7.451198995113372803e-02
-8.905935287475585938e-02	-1.604857146739959717e-01	-7.278264313936233521e-02
-3.878943324089050293e-01	-1.619817018508911133e-01	-2.374314218759536743e-01
-8.440675586462020874e-02	-1.547532081604003906e-01	3.408879041671752930e-03
-7.304422557353973389e-03	-1.731249988079071045e-01	-2.070701867341995239e-02
-2.551527507603168488e-02	-4.710531234741210938e-01	-2.808600962162017822e-01
1.623218804597854614e-01	5.547576770186424255e-02	-2.392390966415405273e-01
-1.075222343206405640e-01	-6.550856679677963257e-02	3.362022712826728821e-02
8.041158318519592285e-03	-1.155435964465141296e-01	9.131503105163574219e-02
-1.438246369361877441e+00	-1.631050556898117065e-01	5.729551792144775391e+00
-1.660917520523071289e+00	-2.423118203878402710e-01	6.954835414886474609e+00
1.146705225110054016e-01	-3.135611414909362793e-01	2.992365136742591858e-02
2.240934520959854126e-01	1.105709448456764221e-01	1.357879489660263062e-01
-4.801422953605651855e-01	-4.710291624069213867e-01	-1.051422208547592163e-03
3.739217668771743774e-02	-1.902498006820678711e-01	-5.173321962356567383e-01
-4.391064345836639404e-01	-4.649839922785758972e-02	1.146822720766067505e-01
-2.166624069213867188e-01	1.609480753540992737e-02	7.248774170875549316e-02
-5.010060071945190430e-01	-1.864426136016845703e-01	5.766062065958976746e-02
-1.028041839599609375e+00	7.429940700531005859e-01	-4.862373322248458862e-02
-3.538679778575897217e-01	-3.191394209861755371e-01	-2.264523878693580627e-03
-1.593835651874542236e-01	-3.328912556171417236e-01	2.577535808086395264e-01
4.862599074840545654e-02	-8.037275075912475586e-02	1.217695847153663635e-01
-3.182121217250823975e-01	6.541804224252700806e-02	-9.865536540746688843e-02
-4.666281491518020630e-02	-2.243823111057281494e-01	7.686319202184677124e-02
